Text,polarity,Emotion
The food is delicious and beautifully prepared along with the friendly and personable service.,positive,Joy
The food is delicious and beautifully prepared along with the friendly and personable service.,positive,Joy
I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,negative,Joy
I usually go there later at night when I get off work so I don't have to deal with crowds or lines.,negative,Joy
Pizza here is consistently good.,positive,Joy
We had a great tiem watching the shows and characters and ar food was just what we were looking for.,positive,Joy
We had a great tiem watching the shows and characters and ar food was just what we were looking for.,positive,Joy
We had a great tiem watching the shows and characters and ar food was just what we were looking for.,positive,Joy
"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",negative,Disgust
"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",neutral,Disgust
"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",negative,Disgust
"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations.",positive,Disgust
Wouldn't recomend it for dinner!,negative,Disgust
Sauce was watery and the food didn't have much flavor.,negative,Disgust
Sauce was watery and the food didn't have much flavor.,negative,Disgust
Sauce was watery and the food didn't have much flavor.,negative,Disgust
My husband and I enjoy Sangria.,positive,Joy
"But after last night, Spice Grill is the only place I'm eating indian cuisine.",positive,Surprise
We both opted for a pasta dish and they were served timely and fresh.,positive,Joy
We both opted for a pasta dish and they were served timely and fresh.,positive,Joy
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",negative,Anger
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",neutral,Anger
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",neutral,Anger
"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course...",neutral,Anger
"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",positive,Joy
"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",positive,Joy
"In an area sadly lacking in decent Thai food, this is one of the best spots.",positive,Joy
Tell them Herky sent you and get a free confused look from the waiter.,negative,Anger
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,negative,Disgust
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,negative,Disgust
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,neutral,Disgust
Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.,negative,Disgust
The food was average or above including some surprising tasty dishes.,positive,Surprise
The food was average or above including some surprising tasty dishes.,positive,Surprise
They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,negative,Disgust
They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,negative,Disgust
They don't seem to place an emphasis on specials or fresh ingredients which to me is necessary for good thai.,neutral,Disgust
Other apetizers and food,neutral,Anger
Other apetizers and food,neutral,Anger
The noodle and rices dishes taste great.,positive,Joy
The food's as good as ever.,positive,Joy
"The crust is thin, the ingredients are fresh and the staff is friendly.",positive,Joy
"The crust is thin, the ingredients are fresh and the staff is friendly.",positive,Joy
"The crust is thin, the ingredients are fresh and the staff is friendly.",positive,Joy
Also a little more expensive than your average bagel place.,neutral,Disgust
"the food was undercooked-the sauce watery, and the vegetables raw.",negative,Disgust
"the food was undercooked-the sauce watery, and the vegetables raw.",negative,Disgust
"the food was undercooked-the sauce watery, and the vegetables raw.",negative,Disgust
And the fried clams had just enough kick to them to make 'em worth eating.,positive,Joy
The sauces used are also not that exciting.,negative,Anger
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,positive,Joy
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,positive,Joy
The secret is the lunch menu which offers a complimentary appetizer with every entree ordered.,positive,Joy
The rice was poor quality and was cooked so badly it was hard.,negative,Disgust
The rice was poor quality and was cooked so badly it was hard.,negative,Disgust
The rice was poor quality and was cooked so badly it was hard.,negative,Disgust
We had champagne and caviar and felt like princesses!,positive,Joy
